"plot","trt","trt.full","num","quad","temperature","gravimetric.moisture","volumetric.moisture","bulk.density","bulk.n","bulk.c","bulk.cn","ton","toc","sand","silt","clay","ph","p","k","ca","mg","som","no3","nh4","cec","k.meq","ca.meq","mg.meq","h.meq","pon","poc","fpom","g475mm","g2mm","g250um","g53um","l53um","mwd","tic","maoc"
"E3","E","Seedbank","3","Q4",18,0.292452009045181,0.284741716453965,0.97363569969518,0.19,4.16,20.53,0.45,4.16,36,43,21,7.7,130,80,6067,510,5.2,7.6,1,34.8,0.2,30.3,4.3,0,0.0337955,0.397018,0.109648357716802,15.079041513865,29.1955698076269,45.8102864114784,4.1865736582779,5.61888025103493,2.46834775873773,0,3.762982
"E3","E","Seedbank","3","Q5",17.9,0.305855233740288,0.276676923470078,0.904600912289812,0.18,3.95,20.17,0.39,3.95,45,36,19,7.6,118,81,6472,556,5.8,6.6,1,37.2,0.2,32.4,4.6,0,0.023175,0.271275,0.0398721300788372,6.42888257358651,19.3265198508384,47.1156002699343,7.16701538167098,19.922109793891,1.60301984037193,0,3.678725
"R1","R","Reference","1","Q1",16.1,0.306433041369563,0.2874235345485,0.937965218319466,0.17,4.13,23.41,0.4,4.13,42,45,13,7.5,80,58,5889,658,5.4,11.4,1,35.1,0.1,29.4,5.5,0,0.034515,0.529523,NA,4.84924846018818,20.1521719844459,49.7395851504226,6.91781456867825,18.3411798362651,1.55932621582585,0,3.600477
"R1","R","Reference","1","Q2",15.8,0.274306074485578,0.268133323836844,0.977496850332936,0.17,4.43,22.88,0.43,4.43,51,36,13,7.6,75,46,6489,632,6.6,11.1,1,37.8,0.1,32.4,5.3,0,0.036039,0.552873,NA,10.0761856725481,26.9233567947592,39.4385206642298,4.84446380457872,18.7174730638841,2.00204284858459,0,3.877127
"R1","R","Reference","1","Q3",15.2,0.28034820376914,0.250097767490958,0.892096914224953,0.17,4.95,24.18,0.45,4.95,48,37,15,6.8,76,54,6194,639,6.9,11.5,1,37.5,0.1,31,5.3,1.1,0.0462605,0.728405,0.318977040630697,4.99567885790271,27.2151211066111,47.7871466207871,6.40944491017307,13.2736314638953,1.78430057306219,0,4.221595
"R1","R","Reference","1","Q4",16.1,0.260573561877962,0.278025343468894,1.06697449067801,0.16,4.52,23.06,0.45,4.52,42,39,19,7.6,93,47,5255,687,6.6,9.1,1,32.1,0.1,26.3,5.7,0,0.031431,0.456286,0.219296715433604,2.75935076210593,27.1540170672653,53.4532753459655,4.46567856882976,11.9483815403999,1.70047153777835,0,4.063714
"R1","R","Reference","1","Q5",16.3,0.26314287802324,0.269797915695234,1.02529058632325,0.17,4.87,21.82,0.45,4.87,50,35,15,7.6,79,46,5747,626,6.8,11.3,1,34.1,0.1,28.7,5.2,0,0.051679,0.679261,NA,3.96239260690964,23.7895070508878,48.6739027937405,6.66831471470992,16.9058828337522,1.61318229488032,0,4.190739
"R2","R","Reference","2","Q1",16.6,0.243664735872444,0.219858188858217,0.902297938480975,0.15,4.29,22.27,0.42,4.29,40,43,17,7.9,76,38,6012,622,6.4,8,1,35.3,0.1,30.1,5.2,0,0.0388495,0.4707495,NA,3.71767740855078,19.9629787272218,46.4506328205445,12.0214472187694,17.8472638249135,1.45153457860641,0,3.8192505
"R2","R","Reference","2","Q2",17.1,0.266413558271008,0.242173100024571,0.909011919649457,0.15,4.44,23.27,0.43,4.44,45,40,15,7.8,83,52,6197,675,5.7,9.4,1,36.7,0.1,31,5.6,0,0.033232,0.4503195,NA,4.74478347938162,18.9629857048446,52.840540386979,9.20049401569168,14.2511964131032,1.55087554213637,0,3.9896805
"R2","R","Reference","2","Q3",16.4,0.275828613701687,0.290374329664825,1.05273461577438,0.14,4.11,24.29,0.39,4.11,35,50,15,7.3,74,43,6859,570,6.1,8.8,1,39.3,0.1,34.3,4.8,0.1,0.048195,0.6470935,0.13955245527593,3.44644724368949,24.709556452457,53.1891224841932,7.59564078001848,10.9196805843659,1.66354356578453,0,3.4629065
"R2","R","Reference","2","Q4",16.2,0.314688217177633,0.267570392213632,0.850271403910225,0.15,4.65,23.6,0.43,4.65,45,40,15,7.4,68,47,7006,580,6.5,11.5,1,40,0.1,35,4.8,0,0.05875,0.753247,0.538273756064302,4.60642718800806,19.736006626748,57.872801924229,8.50273173931203,8.7437587656386,1.62370061712089,0,3.896753
"R2","R","Reference","2","Q5",15.7,0.427741469499296,0.321252199619279,0.751042913831407,0.15,5,22.53,0.44,5,37,44,19,7.6,98,74,5765,623,6.9,11.5,1,34.2,0.2,28.8,5.2,0,0.041077,0.601984,NA,5.46048821429675,23.4761121084681,43.7073305907953,5.01392035741377,22.342148729026,1.63972846581015,0,4.398016
"R3","R","Reference","3","Q1",18.1,0.229842944136578,0.245314017486541,1.06731150006836,0.13,4.02,24.54,0.39,4.02,48,35,17,7.7,90,48,5523,669,5.1,4.1,1,33.3,0.1,27.6,5.6,0,0.029931,0.451582,0.458529495906627,6.70290378755332,28.1476305488299,48.9080518776284,7.53563322424983,8.24725106583188,1.93892471543759,0,3.568418
"R3","R","Reference","3","Q2",19.7,0.319825666282909,0.310427555526328,0.970614895090166,0.14,4.78,22.93,0.42,4.78,41,42,17,7.5,69,45,7462,594,6.5,15.1,1,42.4,0.1,37.3,5,0,0.049182,0.722973,NA,3.73003776887522,22.0842757277411,48.7897313316195,7.04739899143447,18.3485561803297,1.5426955005298,0,4.057027
"R3","R","Reference","3","Q3",18.3,0.411219588538473,0.292393876432802,0.711040730019714,0.15,4.94,21.07,0.44,4.94,55,28,17,7.3,88,89,5516,774,6.1,7.8,1,34.4,0.2,27.6,6.5,0.1,0.050031,0.740332,0.627986048741685,6.97752308347131,36.2623067821496,39.225703169934,1.87329235142897,15.0331885642744,2.11279714904302,0,4.199668
"R3","R","Reference","3","Q4",17.2,0.286566180973496,0.269695272394608,0.941127356614184,0.14,4.48,20.5,0.4,4.48,54,29,17,7.4,89,132,5507,782,5.9,13.7,2.6,34.4,0.3,27.5,6.5,0,0.039912,0.608356,0.27910491055186,9.15135161536951,35.9588798722497,42.7994421889002,3.24957860142523,8.56164281150351,2.28342769737452,0,3.871644
"R3","R","Reference","3","Q5",17,0.305344964735629,0.289108746226319,0.946826637461118,0.15,4.85,20.8,0.43,4.85,51,30,19,7.5,84,126,4994,907,5.9,7,1,32.9,0.3,25,7.6,0,0.02718,0.40857,0.229264747953314,2.80081777738792,21.9646593375046,51.5525709051073,10.9947398692393,12.4579473628075,1.51648283953362,0,4.44143
